,WildfireYr1,WildfireYr2,WildfireYr3,WildfireYr4,WildfireYr5,WildfireYr6,WildfireYr7,WildfireYr8,WildfireYr9,WildfireYr10
5740,0,414847.0901,99923.48717,0,0,0,0,0,0,0
5741,0,0,0,0,0,0,0,0,502328.6918,0
5742,35427.41917,0,0,0,0,0,0,0,0,0
5743,0,0,0,0,1175445.717,0,0,0,0,0
5744,0,55065.85193,0,82416.55069,0,0,0,0,0,0
5745,0,0,0,0,0,0,370086.6869,0,0,0
5746,0,70012.26637,0,0,68406.65674,0,0,0,0,0
5747,0,0,0,0,0,0,0,0,0,0
5748,0,0,0,0,0,183998.262,0,0,0,0
5749,0,0,0,0,0,0,0,0,0,0
5750,0,0,0,0,0,0,0,0,0,0
5751,0,0,0,0,35525.03191,0,0,0,0,0
5752,0,0,0,0,28341.92,0,867833.5577,0,0,0
5753,0,0,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,101449.6926,0,0
5755,0,0,0,3845831.014,0,0,0,0,0,0
5756,0,0,0,0,0,0,46259.09748,0,0,0
5757,0,0,0,0,0,0,0,0,0,0
5758,17626.10443,0,0,0,0,0,0,0,0,0
5759,28507.8758,0,1113437.931,0,0,0,0,0,0,145211.3522
5760,0,0,0,0,0,0,0,0,0,0
5761,0,0,871699.7199,39121.97009,0,0,0,0,0,0
5762,33165.09578,0,268164.2305,0,0,0,0,0,0,0
5763,0,0,0,0,0,0,0,0,0,0
5764,0,0,0,0,0,51058.51587,0,0,0,0
5765,0,0,0,0,0,0,0,0,0,0
5766,0,0,0,254781.4646,0,0,0,0,0,0
5767,0,0,0,0,0,0,0,0,0,0
5768,0,0,0,0,0,0,0,0,0,0
5769,0,0,0,0,0,0,0,0,0,0
5770,0,0,0,1069234.053,0,0,0,0,0,0
5771,0,0,0,0,0,0,0,0,0,0
5772,0,0,0,0,0,0,0,0,0,0
5773,0,0,0,0,0,0,0,0,136007.2936,0
5774,0,0,0,0,0,0,0,0,0,0
5775,0,0,0,0,0,0,0,0,670106.1065,0
5776,0,0,0,0,0,2508379.493,0,0,0,0
5777,0,0,0,0,0,0,0,0,0,0
5778,398887.5077,0,0,0,0,0,0,0,0,0
5779,0,0,19085.22025,0,0,0,0,0,0,0
5780,0,0,16728.00634,0,0,0,0,0,0,0
5781,0,0,0,0,0,0,0,0,161362.6803,0
5782,0,0,0,0,0,0,0,0,0,0
5783,0,0,0,0,0,0,0,0,0,0
5784,0,0,0,0,0,0,0,0,223782.0368,0
5785,0,0,0,0,0,0,0,0,0,0
5786,0,0,0,0,0,0,0,0,0,0
5787,0,0,0,0,0,0,0,0,0,0
5788,0,0,0,0,0,0,79898.37672,0,0,0
5789,0,0,0,0,0,0,0,0,0,0
5790,0,0,0,0,0,0,0,0,0,0
5791,202252.2633,0,0,0,0,0,0,0,0,20945.79447
5792,0,0,0,0,0,0,0,38127.99505,0,0
5793,0,0,0,0,0,0,0,0,0,0
5794,0,0,0,0,0,0,0,29981.87193,0,0
5795,0,0,0,0,0,0,0,0,0,0
5796,0,0,0,0,0,0,0,0,0,0
5797,0,0,0,0,0,0,0,0,0,0
5798,0,121534.1996,0,0,0,0,0,0,0,0
5799,0,0,0,0,0,0,0,0,0,0
5800,0,0,0,17118.54637,0,0,0,0,0,0
5801,0,0,0,0,0,0,0,0,0,0
5802,0,0,0,0,0,0,0,0,0,0
5803,0,0,27029.19415,0,0,0,0,0,0,0
5804,0,0,0,0,0,0,0,0,0,0
5805,0,0,0,0,0,0,0,0,0,0
5806,0,31437.16914,0,0,0,0,0,0,0,0
5807,0,0,0,0,0,0,0,0,0,0
5808,249940.2074,0,0,0,0,0,0,0,0,0
5809,0,0,0,0,0,0,0,0,0,0
5810,0,0,0,0,0,0,2941758.111,0,0,0
5811,0,0,0,0,960737.1026,0,0,0,0,0
5812,0,51078.24211,0,0,0,0,0,0,0,0
5813,0,65016.22515,0,0,0,0,0,0,0,0
5814,0,40929.02953,0,0,0,0,0,0,0,32661.15889
5815,0,0,0,0,0,0,0,0,481449.8755,0
5816,0,0,0,0,0,246204.0857,0,0,0,172753.4736
5817,0,0,0,0,0,21556.57324,0,0,0,0
5818,139818.8755,0,0,80467.84124,0,0,0,0,0,0
5819,0,0,0,0,0,0,0,0,0,0
5820,0,208852.2115,0,0,63141.35818,0,0,0,0,0
5821,0,13636.27108,148207.335,0,0,0,0,0,0,0
5822,0,0,0,126505.7262,0,190369.9051,0,0,0,0
5823,0,0,0,0,0,32038.73377,0,0,0,0
5824,0,23520.73136,0,0,0,0,372827.4543,29944.28733,0,0
5825,0,0,0,0,27443.61763,0,0,0,0,0
5826,89251.84832,0,0,0,35218.24049,0,0,0,0,0
5827,0,0,0,240965.1567,0,0,0,0,0,0
5828,0,0,0,0,0,0,223947.0542,0,0,0
5829,0,0,0,455999.7444,0,304959.2532,0,0,0,0
5830,0,0,0,0,36534621.55,0,0,0,0,205601.7531
5831,469153.494,0,0,0,0,0,65069.02887,0,0,0
5832,0,0,0,0,0,0,0,0,0,20272.86003
5833,35885.96973,0,0,0,0,0,0,0,0,0
5834,0,0,0,0,0,0,0,0,0,0
5835,0,0,0,0,0,0,2624416.143,0,0,0
5836,0,0,0,0,0,166298.1503,0,0,129378.9982,0
5837,146585.6981,0,0,0,0,0,0,0,0,0
5838,0,0,0,0,0,0,0,0,0,0
5839,0,0,0,0,0,0,0,0,0,0
5840,0,0,12971.67849,0,0,0,0,0,0,21159.02928
5841,0,0,0,0,0,0,0,0,0,0
5842,0,0,0,0,0,0,0,0,0,0
5843,0,0,35626.23653,0,0,0,120809.7449,0,0,0
5844,35843.17203,0,0,0,31951.17359,0,0,0,0,0
5845,0,0,0,0,0,0,0,0,0,0
5846,0,0,0,8370.30126,0,0,0,0,0,0
5847,0,0,0,0,0,0,0,0,0,69729.73054
5848,291236.0376,0,0,0,0,0,0,0,0,0
5849,0,0,0,0,0,0,0,0,0,0
5850,180820.0873,0,0,0,0,0,0,0,0,0
5851,0,95658.30037,0,0,0,0,0,0,0,0
5852,0,0,0,0,0,0,0,0,0,0
5853,0,0,0,0,0,0,0,0,0,0
5854,0,0,0,0,0,0,0,0,0,0
5855,0,0,0,0,23849.64206,0,0,0,76687.42925,77317.65545
5856,0,0,0,0,0,0,0,0,33328.96793,0
5857,0,0,0,0,0,0,0,118460.5549,0,0
5858,0,0,66509.00185,0,0,0,0,0,0,0
5859,0,0,24548.99783,0,29978.00406,0,0,0,0,0
5860,0,0,0,21693.96977,0,0,0,0,0,0
5861,0,0,0,101143.5041,0,0,0,0,0,0
5862,0,67279.0259,0,0,0,0,0,0,0,37663.67951
5863,0,0,28134.52763,0,0,0,0,0,76708.27654,0
5864,0,0,0,0,0,0,0,0,0,0
5865,0,543608.1254,0,0,0,0,0,0,0,2249443.217
5866,0,0,0,0,0,0,17854.90853,0,0,0
5867,0,0,0,0,0,0,0,0,0,0
5868,0,0,0,0,0,0,0,0,0,0
5869,0,38214.92815,0,0,0,0,0,0,0,0
5870,0,0,0,0,0,0,0,0,0,75261.56459
5871,0,72599.44613,0,0,0,0,0,0,0,0
5872,0,0,0,0,0,0,0,0,31478.79374,0
5873,0,0,0,0,0,0,0,0,0,0
5874,0,0,0,0,0,49327.79584,0,0,0,0
5875,0,0,0,0,0,0,0,0,0,116548.993
5876,0,0,237144.7471,0,20148.43156,0,0,0,0,0
5877,0,0,0,0,0,0,0,0,0,0
5878,0,0,0,0,0,0,0,0,0,0
5879,0,0,0,0,0,0,0,227772.5138,0,0
5880,0,0,0,0,0,0,0,0,0,0
5881,0,0,0,0,0,0,0,93201.73258,0,0
5882,0,0,0,0,0,0,0,0,0,17900.26759
5883,0,0,0,0,0,0,0,0,0,0
5884,0,0,0,0,0,0,0,120574.5116,0,0
5885,0,0,0,17709.58721,0,0,0,107024.07,0,0
5886,0,0,0,0,0,0,3656513.419,0,0,0
5887,0,0,0,0,0,0,0,0,0,0
5888,0,0,0,0,0,0,0,0,0,0
5889,0,0,0,0,0,0,171514.7677,0,0,0
5890,0,0,0,0,0,0,52655.49468,0,381653.9799,0
5891,22618.73764,0,0,0,0,0,0,0,0,0
5892,25106.44533,0,0,0,0,0,0,0,0,0
5893,0,0,636162.4017,1907580.897,0,0,0,0,0,0
5894,0,0,0,0,0,0,0,0,0,0
5895,0,0,0,0,0,0,0,0,0,42721.35178
5896,0,0,0,0,0,1305179.561,0,0,0,0
5897,0,0,0,0,0,0,0,0,0,0
5898,0,0,0,0,0,0,0,0,0,0
5899,0,37346.15529,0,0,0,0,0,0,0,0
5900,0,0,47323.01495,38836.58194,0,0,0,0,0,0
5901,0,0,620717.4592,0,0,0,0,0,0,0
5902,18973.39171,0,0,0,0,0,0,0,0,0
5903,0,0,0,0,0,0,0,0,0,0
5904,0,0,0,0,0,0,0,0,0,0
5905,0,0,0,0,0,0,37838.98341,0,206222.629,0
5906,0,0,907726.2893,0,34185.33654,0,0,0,0,0
5907,0,0,0,0,0,0,0,0,0,0
5908,0,0,0,0,0,0,0,0,0,0
5909,0,0,0,0,0,0,0,0,0,0
5910,0,0,0,0,0,0,0,0,0,0
5911,0,0,654968.7221,0,97375.95399,0,0,0,0,0
5912,0,0,0,0,0,0,0,0,0,0
5913,0,0,0,0,0,0,0,0,115337.6394,0
5914,0,0,0,0,0,0,0,0,0,0
5915,0,0,0,0,0,0,0,124609.5473,70154.64732,0
5916,0,0,0,0,0,0,0,0,0,0
5917,0,0,0,0,0,192445.2453,0,0,0,0
5918,188896.9911,0,0,0,0,0,0,0,0,106279.481
5919,0,0,0,0,0,0,0,0,0,0
5920,11286.88174,0,0,0,0,0,0,0,0,7324.423069
5921,0,0,0,0,0,0,0,0,0,0
5922,0,44668.85535,0,0,0,0,0,0,0,0
5923,0,0,0,0,0,0,0,0,9934.056117,0
5924,0,0,0,0,0,0,0,0,0,0
5925,0,0,0,0,0,0,0,0,0,3701252.903
5926,0,0,0,0,0,0,482644.4109,0,0,0
5927,0,0,0,0,0,0,0,0,0,0
5928,0,0,0,0,0,0,0,0,0,0
5929,0,0,0,0,0,616639.7824,0,0,11871070.45,0
5930,0,0,0,0,76813.03858,0,0,0,0,0
5931,0,0,0,23364.98306,0,0,0,0,0,0
5932,0,0,0,0,0,0,0,0,0,0
5933,0,0,0,0,0,0,0,0,1794355.855,0
5934,0,0,0,0,0,0,0,0,0,74141.89401
5935,0,0,0,0,0,0,0,0,0,0
5936,0,0,0,0,0,0,0,0,37499.10819,0
5937,0,0,0,0,0,0,0,0,0,0
5938,0,0,0,0,0,0,0,0,0,42028.81333
5939,0,426835.028,0,0,0,0,0,0,0,0
5940,0,0,0,0,0,0,0,0,0,0
5941,0,0,30351.2057,0,0,0,0,0,0,0
5942,0,0,0,0,0,0,0,0,0,0
5943,0,0,0,24474.5277,0,0,0,0,0,0
5944,0,0,0,0,0,0,0,0,0,0
5945,0,0,0,0,0,0,0,3029027.625,0,0
5946,0,0,0,0,0,0,0,0,0,0
5947,0,0,0,0,0,0,0,509828.0981,0,0
5948,0,378586.0777,0,0,0,0,0,770080.579,0,0
5949,0,0,0,0,0,0,0,0,0,0
5950,0,0,0,0,0,0,0,0,0,0
5951,0,0,0,0,0,0,0,0,0,0
5952,0,0,0,0,0,0,0,0,0,0
5953,0,0,0,0,0,0,0,0,0,0
5954,0,0,0,0,0,0,0,0,0,0
5955,0,0,0,556555.1214,0,0,0,0,0,0
5956,0,0,0,0,0,0,0,0,0,0
5957,0,0,35781.94537,0,0,0,0,0,0,0
5958,0,0,0,41957.62692,0,0,0,0,0,0
5959,0,0,0,0,0,0,0,117346.0672,0,0
5960,0,0,0,0,0,0,0,0,0,0
5961,0,0,48825.37195,0,0,205223.3976,0,0,0,0
5962,0,0,0,0,0,0,0,172185.8567,0,0
5963,0,0,0,73861.8787,0,0,0,0,0,0
5964,0,0,0,0,0,0,0,0,0,0
5965,0,0,0,0,63178.08127,0,0,0,0,0
5966,0,49646.47771,0,0,0,0,0,0,0,0
5967,0,0,0,0,830886.0619,0,0,0,0,0
5968,0,32004.5647,0,0,0,0,0,0,0,0
5969,0,0,0,99630.11604,0,0,0,0,0,0
5970,0,0,0,0,0,0,0,0,0,0
5971,0,0,0,0,0,0,0,0,0,0
5972,23655.73241,0,0,0,0,0,0,0,0,0
5973,0,0,0,106230.338,0,0,0,0,0,0
5974,0,31098.89159,0,0,0,0,0,0,0,0
5975,0,0,0,0,0,0,0,0,0,97642.74134
5976,0,0,0,0,0,0,0,0,0,0
5977,0,0,0,0,0,0,0,0,0,0
5978,0,0,0,0,0,0,0,0,0,0
5979,18971.31905,0,0,0,0,0,0,0,0,0
5980,0,0,0,0,0,0,0,0,0,74476.90637
5981,0,0,0,0,0,0,0,0,56791.7963,0
5982,141103.1762,0,0,0,0,0,0,0,0,0
5983,195614.3151,0,0,0,0,0,0,0,0,0
5984,0,0,0,0,0,0,0,0,0,19781.33579
5985,0,0,0,0,0,0,0,0,0,0
5986,0,21605.93374,0,0,120127.1223,0,0,0,0,0
5987,0,0,0,0,0,0,0,0,0,0
5988,0,0,0,0,0,0,0,0,0,0
5989,0,0,0,0,0,0,0,0,0,0
5990,0,67179.17026,0,0,0,0,0,0,0,0
5991,0,0,665637.1222,0,0,0,0,0,0,0
5992,0,0,0,0,0,0,0,0,0,0
5993,0,0,0,0,0,0,0,0,0,0
5994,0,0,0,0,0,0,0,0,0,0
5995,0,0,0,0,0,0,0,0,0,0
5996,0,0,0,0,76909.03315,0,0,0,0,0
5997,0,0,0,0,0,0,0,0,0,0
5998,0,0,0,0,0,0,162807.8035,0,0,0
5999,0,0,0,0,0,0,0,0,0,0
6000,0,0,0,0,38559.57954,0,0,0,0,0
6001,119218.156,0,0,0,304687.7463,0,0,0,0,0
6002,0,0,624064.9433,0,0,0,0,0,0,0
6003,0,0,0,0,131095.2398,0,0,0,0,0
6004,0,0,0,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0,0,0,0
6006,0,0,0,0,0,0,0,0,0,0
6007,0,0,0,0,34433.26372,0,0,0,32222.19763,300071.6907
6008,0,0,0,0,0,16441.14586,0,0,0,0
6009,0,47822.99734,0,0,0,0,0,0,0,0
6010,0,0,0,0,0,0,0,0,0,0
6011,0,0,0,0,0,0,0,0,0,0
6012,0,0,0,0,0,0,0,0,0,0
6013,48216.31003,0,0,0,0,1561019.392,0,0,0,0
6014,0,0,0,0,0,0,0,0,0,0
6015,0,0,0,0,17776.5082,0,0,0,317336.9661,0
6016,0,0,0,0,0,210617.0934,0,0,0,0
6017,13264.84783,0,0,0,0,0,0,0,0,0
6018,0,0,0,0,0,21039.66148,0,0,224470.4622,0
6019,0,0,0,0,0,0,0,0,0,0
6020,0,0,0,0,0,0,0,0,0,0
6021,0,0,0,0,340429.6363,0,0,0,0,0
6022,0,0,0,0,0,0,0,0,0,0
6023,0,0,0,0,0,0,0,0,0,0
6024,12728.52532,0,0,0,0,0,0,0,0,0
6025,0,0,0,0,350261.4772,0,0,0,0,0
6026,0,0,0,0,0,0,0,5207963.413,0,0
6027,0,0,0,0,0,0,0,0,0,0
6028,0,0,0,0,0,205496.4139,0,0,0,32282.606
6029,0,0,410763.2019,0,0,0,0,0,0,0
6030,0,0,0,0,0,0,0,0,0,0
6031,0,0,41549.83337,0,0,0,0,0,0,0
6032,0,0,0,0,0,0,0,0,0,12953.40431
6033,0,0,0,0,0,0,0,0,0,0
6034,0,0,0,0,0,0,0,0,0,0
6035,0,0,0,0,0,0,0,0,373584.7757,0
6036,0,0,0,0,0,0,0,56105.4441,0,27646.87555
6037,0,0,0,0,0,0,0,0,0,0
6038,68671.1023,0,0,0,0,0,0,16667.52095,0,0
6039,0,0,0,59799.07888,0,0,0,0,0,0
6040,0,0,0,19321.95229,0,0,0,190237.8574,103814.8338,0
6041,0,0,0,0,0,0,0,0,0,0
6042,0,0,0,0,0,0,1227773.068,0,89373.13319,0
6043,0,0,0,0,0,0,0,0,0,0
6044,0,0,0,0,0,0,0,0,0,348946.8639
6045,0,0,0,0,0,0,0,0,0,0
6046,0,0,0,499863.4477,26593.40164,0,0,0,0,0
6047,0,0,0,14642.98433,0,0,0,0,0,0
6048,0,0,0,0,0,0,0,0,0,0
6049,0,0,0,0,0,0,0,0,0,0
6050,0,0,0,0,0,0,0,0,0,0
6051,0,0,0,0,0,41813.246,0,0,0,0
6052,0,0,0,0,0,0,0,0,0,0
6053,0,0,0,0,0,0,0,0,11824.89766,31671.40981
6054,0,0,0,0,0,0,0,0,0,0
6055,0,0,0,0,0,0,0,0,0,0
6056,0,0,0,0,0,0,0,0,0,0
6057,0,0,0,0,0,0,0,0,0,0
6058,0,0,0,0,0,0,45083.22836,0,0,0
6059,0,0,0,0,0,0,0,0,0,0
6060,0,0,0,0,0,0,0,0,0,0
6061,0,300014.954,0,0,0,0,0,0,0,0
6062,0,0,0,0,0,0,0,0,0,0
6063,0,0,0,0,0,0,0,0,0,0
6064,0,0,0,0,0,0,0,0,0,0
6065,0,0,0,2822607.392,0,0,0,0,0,0
6066,0,0,0,0,0,0,0,0,0,0
6067,0,0,0,0,0,0,0,0,0,0
6068,0,0,0,0,0,0,0,0,0,0
6069,0,0,0,0,0,0,10446.30632,0,0,0
6070,0,0,0,0,0,0,0,161267.4304,0,0
6071,0,0,0,0,0,7232067.331,0,0,0,0
6072,0,455886.7961,0,0,0,0,0,0,0,0
6073,0,0,0,0,0,0,0,0,0,0
6074,0,0,0,26755.92361,0,0,0,0,0,0
6075,15624.92472,0,0,47114.47929,0,0,0,0,0,0
6076,0,0,38372.85149,0,0,0,0,117967.0888,0,0
6077,0,0,15014.54791,0,0,292739.6491,0,0,0,0
6078,0,0,0,0,0,0,0,23422.65938,0,0
6079,0,0,0,0,0,0,0,0,0,0
6080,0,0,0,0,0,0,0,0,8250.472513,0
6081,0,0,0,0,0,199436322.1,0,3063.720678,0,0
6082,0,0,0,0,0,0,0,0,0,0
6083,0,0,0,0,0,0,0,0,0,0
6084,0,50474.18453,0,0,0,0,45458.1657,0,0,0
6085,0,0,0,0,0,0,0,0,0,0
6086,299639.6536,0,0,0,0,273272.797,0,0,0,0
6087,0,0,0,0,31801.33061,0,0,0,0,0
6088,0,0,0,0,0,111795.8591,247458.5717,0,41457.2372,0
6089,0,0,0,0,0,0,0,0,0,0
6090,0,0,0,0,0,0,107423.2539,0,0,0
6091,0,0,0,0,0,0,0,0,0,0
6092,0,23088.66398,0,0,0,0,0,61645.13582,0,0
6093,0,0,0,0,0,0,0,0,0,0
6094,0,0,0,0,0,0,0,0,0,0
6095,0,0,0,0,0,0,0,0,0,0
6096,0,0,0,0,0,0,34453.62143,0,0,0
6097,0,0,13468.42907,0,0,0,0,0,0,0
6098,0,0,0,42747.29043,0,0,0,0,0,0
6099,0,0,0,0,0,11183.4954,0,0,0,0
6100,0,0,0,0,0,0,0,0,0,0
6101,0,0,0,0,0,0,0,0,0,0
6102,0,0,0,0,0,0,0,0,0,0
6103,241228.8426,0,28284.84718,0,0,0,0,0,0,0
6104,0,0,0,0,0,0,0,0,0,0
6105,0,0,0,0,0,0,0,508373.2359,0,0
6106,0,0,0,0,0,0,0,0,0,0
6107,325507.5056,0,0,0,0,0,0,0,0,0
6108,0,0,0,0,0,0,0,0,0,0
6109,0,0,0,0,33863.54436,0,0,0,0,0
6110,0,0,0,0,0,0,0,0,0,0
6111,2332091.938,11931.3736,0,0,0,0,0,0,0,0
6112,0,0,0,0,0,90979.48099,0,33161.62103,0,0
6113,0,0,0,0,0,0,0,0,0,0
6114,0,0,0,0,0,0,0,58463.89532,0,0
6115,6473.769109,0,0,0,0,0,0,0,1391286.326,0
6116,0,0,0,0,87813.19934,0,0,0,0,0
6117,0,0,0,0,80167.10666,0,0,0,0,0
6118,0,0,0,0,0,0,0,0,0,0
6119,0,0,0,0,0,18015.77314,0,0,0,0
6120,0,0,0,0,0,0,33247.094,0,0,0
6121,0,0,0,0,45326.63325,0,0,0,0,0
6122,0,0,0,0,0,123967.7053,0,0,0,0
6123,0,27362.54604,0,0,0,0,0,88605.72136,0,0
6124,0,0,0,0,0,0,0,0,0,0
6125,0,0,0,0,0,0,0,0,11007.38536,0
6126,0,0,0,0,0,0,0,0,0,0
6127,0,0,0,0,0,0,0,73753.55379,0,0
6128,0,0,0,0,0,0,0,0,0,1385325.427
6129,0,0,0,0,1632137.864,0,0,0,0,0
6130,0,0,0,0,0,0,0,0,0,0
6131,0,15989.81903,0,0,0,0,0,0,0,0
6132,90550.83226,0,619182.3403,0,0,0,0,0,0,0
6133,0,0,0,0,0,0,0,0,0,0
6134,0,0,0,0,0,0,0,0,0,0
6135,0,0,0,0,0,0,0,31126.00269,0,0
6136,0,0,0,0,0,0,0,0,102966.226,0
6137,0,0,0,0,0,0,0,0,0,14721.32488
6138,0,0,0,105798.7406,0,0,0,0,0,0
6139,0,0,0,0,0,0,1293751.728,0,0,0
6140,0,0,0,0,0,0,0,0,0,212667.6978
6141,0,0,21402.38982,0,0,0,0,0,0,75226.56409
6142,0,0,87414.65711,0,0,0,0,0,0,0
6143,0,0,72043.88411,0,0,0,0,0,0,194717.5258
6144,0,0,0,0,0,0,0,0,0,0
6145,0,0,0,0,0,0,0,0,0,31699.29337
6146,0,0,0,0,0,0,0,0,0,0
6147,0,0,0,0,0,0,0,0,0,0
6148,131926.1549,0,0,0,0,0,0,0,0,0
6149,0,0,0,0,0,0,162673.3495,0,0,0
6150,0,0,0,0,0,0,0,0,0,0
6151,0,0,73665.42472,0,0,0,0,0,358469.6251,0
6152,0,0,0,0,0,0,0,0,0,0
6153,0,0,0,0,23618.35151,0,0,0,0,0
6154,0,0,0,0,0,0,0,0,0,0
6155,0,0,0,0,0,0,0,0,0,0
6156,16678.51331,0,0,0,0,0,0,0,0,0
6157,0,0,0,0,0,0,0,0,0,0
6158,0,0,0,0,0,0,0,0,0,678567.9269
6159,0,0,0,0,0,0,0,0,0,0
6160,0,0,0,0,0,0,0,0,0,36200.01989
6161,45059.47613,0,0,0,0,0,0,0,0,0
6162,0,0,0,0,0,0,0,0,0,0
6163,0,0,0,0,0,28866252.74,66314.58114,0,0,0
6164,0,0,0,0,0,0,0,0,0,0
6165,0,0,0,34942.8694,23971.86113,0,99906.98901,0,0,0
6166,0,0,0,0,4114604.407,0,283371.7755,0,0,0
6167,0,0,0,0,0,143689.0704,0,0,0,0
6168,143516.4328,0,0,0,0,0,0,0,0,0
6169,0,0,0,0,0,0,0,0,0,0
6170,0,0,0,0,0,0,0,0,0,0
6171,0,0,0,0,0,0,0,0,0,0
6172,0,0,0,0,21600.66099,0,0,0,0,32704.27058
6173,0,102067.1391,0,0,0,0,0,0,0,0
6174,0,0,0,0,0,0,0,0,0,0
6175,0,0,0,64074.10331,0,0,0,0,0,0
6176,0,0,0,0,0,0,0,0,0,0
6177,0,0,0,0,0,0,0,0,0,0
6178,0,0,0,22512.9591,0,0,0,0,33814.76523,0
6179,0,0,0,0,0,0,0,0,62741.14074,0
6180,0,0,0,0,0,0,0,0,0,40862.23666
6181,0,0,0,0,0,0,0,0,0,0
6182,0,0,0,0,0,12484.44437,0,0,0,0
6183,0,0,0,0,0,0,0,0,0,60177.01838
6184,0,0,0,0,0,0,0,0,0,0
6185,0,0,0,0,0,0,0,0,0,0
6186,0,0,30172.45293,0,0,86898.10339,174085.5579,0,0,0
6187,0,0,0,0,0,0,0,94247.49742,0,0
6188,0,0,0,42027.46837,0,0,0,0,0,0
6189,0,0,0,0,0,151366.5422,0,0,0,0
6190,0,0,0,0,0,0,0,0,0,0
6191,38156.63294,0,0,0,0,0,0,0,0,0
6192,0,0,0,0,0,918369.4051,0,0,0,0
6193,0,0,0,0,0,0,0,0,0,0
6194,0,0,0,0,0,0,0,0,0,0
6195,0,0,0,0,0,0,0,0,0,11471.59922
6196,0,0,0,0,0,0,0,0,0,0
6197,0,0,0,0,0,0,0,0,0,0
6198,0,0,0,0,0,0,90993.20284,0,0,0
6199,0,0,0,0,0,0,0,0,0,0
6200,0,0,44571.68778,0,0,0,0,0,0,0
6201,0,0,0,0,0,0,0,0,0,0
6202,0,107204.2319,0,339322.1081,0,0,0,0,0,0
6203,0,0,0,0,0,0,0,0,0,0
6204,0,0,0,0,0,0,0,0,0,0
6205,0,84420.18545,0,0,0,0,0,0,0,0
6206,0,0,0,0,0,0,0,0,0,0
6207,0,23741.09068,0,0,0,0,0,0,0,0
6208,0,0,0,0,0,807422.4231,0,109223.2931,0,0
6209,0,0,0,0,0,0,0,0,0,0
6210,0,0,0,0,0,0,0,257666.1933,0,0
6211,0,0,0,0,0,0,0,548295.2915,0,0
6212,564256.1889,0,0,0,0,0,0,0,0,29183.5725
6213,0,0,0,0,0,0,0,0,0,0
6214,0,0,0,0,0,0,0,0,0,0
6215,0,0,0,0,0,0,0,0,0,0
6216,0,0,0,0,0,0,0,0,449149.156,0
6217,0,0,0,203194.3104,0,0,0,0,0,0
6218,0,0,0,0,0,0,0,0,48443.0535,0
6219,0,0,0,0,0,617880.3703,0,0,0,0
6220,0,0,0,0,0,0,75597.04325,0,0,0
6221,0,35733.31464,0,0,0,0,0,0,0,0
6222,0,0,0,0,0,0,0,0,0,0
6223,0,0,0,0,102068.0309,0,0,0,0,0
6224,0,0,0,0,0,0,87345.35722,0,0,0
6225,0,0,0,0,0,0,0,0,0,0
6226,0,0,74023.48852,0,0,0,0,0,0,0
6227,22659.78812,22846.98142,0,0,0,0,0,0,0,0
6228,0,0,0,0,0,0,0,0,28860.95388,0
6229,0,0,115167.1786,81361.94458,35847.08761,0,0,0,0,0
6230,0,0,0,0,0,0,50925.90239,0,0,0
6231,0,0,0,0,0,0,0,0,0,22914.68312
6232,0,0,0,0,0,0,0,0,0,0
6233,0,0,0,0,0,0,0,0,0,0
6234,0,0,0,0,0,0,0,0,0,0
6235,0,0,0,0,0,0,0,0,0,0
6236,0,6346.198144,0,0,0,0,0,0,0,0
6237,0,0,0,0,0,0,0,0,0,0
6238,0,0,0,0,44906.88007,0,0,0,0,0
6239,0,0,0,0,0,0,0,0,0,2773216.974
6240,0,0,0,0,0,0,0,0,0,0
6241,0,0,0,0,0,111764.2945,0,0,0,0
6242,0,0,0,0,0,0,0,0,0,0
6243,238992.8415,0,0,0,0,0,0,0,0,0
6244,0,0,0,0,0,0,0,0,0,0
6245,0,0,38193.8961,0,0,0,0,0,0,0
6246,0,0,0,0,0,0,0,0,0,0
6247,0,0,0,158888.6708,0,0,0,0,0,0
6248,0,0,0,0,0,0,0,0,0,0
6249,0,0,0,0,0,0,0,0,0,0
6250,0,0,0,0,0,0,0,0,0,0
6251,0,0,0,0,0,0,0,0,0,0
6252,0,0,21724.025,0,0,0,0,0,0,0
6253,0,0,0,0,0,0,0,0,0,0
6254,0,0,42496.47459,0,0,0,0,0,0,0
6255,0,0,0,0,0,0,0,0,0,0
6256,0,0,0,0,0,0,0,0,0,0
6257,0,0,0,0,0,0,0,0,0,0
6258,0,14267.26375,0,0,0,0,0,96337.70144,0,0
6259,0,0,0,0,0,0,0,67978.52827,0,0
6260,0,0,0,0,0,0,0,98236.38292,0,0
6261,0,0,0,0,0,0,0,0,0,0
6262,0,0,0,0,0,41445.29672,0,0,0,0
6263,0,0,0,0,0,0,0,0,0,0
6264,0,0,0,0,0,0,0,0,0,37808.01223
6265,0,0,0,0,289781.248,0,0,0,0,0
6266,0,0,0,0,0,0,0,14768.71752,0,0
6267,0,0,0,0,0,0,0,0,0,0
6268,0,0,0,0,0,0,0,0,0,0
6269,0,0,0,0,0,0,0,0,0,42984.76136
6270,0,0,0,0,0,0,0,0,0,0
6271,0,0,0,0,0,0,0,0,0,0
6272,0,0,2964916.728,0,0,0,0,0,0,0
6273,0,0,0,0,0,0,0,0,0,0
6274,0,0,0,53578.73846,0,0,0,0,0,40627.58364
