,OtherHazNetCostYr1_,OtherHazNetCostYr2_,OtherHazNetCostYr3_,OtherHazNetCostYr4_,OtherHazNetCostYr5_,OtherHazNetCostYr6_,OtherHazNetCostYr7_,OtherHazNetCostYr8_,OtherHazNetCostYr9_,OtherHazNetCostYr10_
7270,0,0,0,1752515.183,0,0,0,0,0,1.981816552
7271,0,0,1211515.925,1446114.883,0,0,0,0,0,0
7272,0,0,0,0,0,0,0,0,0,0
7273,0,0,85166.90605,-51028.36425,0,0,0,0,0,0
7274,0,0,0,0,3525312.711,-2625745.052,0,0,750240.7406,0
7275,0,0,0,0,0,0,0,0,0,0
7276,0,0,0,0,0,0,0,0,0,12819292.55
7277,0,0,0,0,0,0,0,0,968.9736825,0
7278,0,313862.6795,0,0,0,2327397.768,0,0,0,0
7279,0,1204743.169,0,0,0,67874.84489,0,0,8600.686444,0
7280,0,0,0,0,0,5604571.337,127747.9391,7024765.445,0,-108881.5193
7281,0,0,0,0,1587473.628,0,0,0,0,0
7282,0,0,0,0,75.75690194,0,-71.36144926,0,428073.588,16404163.72
7283,0,0,2089558.668,0,52.83132154,0,11109348.85,-8408666.257,3274294.368,1205325.003
7284,6579199.334,102276.8077,0,0,0,0,30986.10035,-24035.06232,0,0
7285,12515448.97,0,0,-1671528.522,0,3557.305554,0,0,0,69488.49548
7286,0,867960.8993,0,-684351.2014,0,0,3307207.776,-2266887.283,3.082605213,0
7287,0,1021537.624,0,0,0,0,0,0,0,0
7288,0,0,0,0,0,0,0,0,6960640.329,-5728033.819
7289,0,0,0,0,10592094.12,-7870825.492,0,0,0,0
7290,0,0,0,0,0,0,0,13746642,8791.195774,-11486924.43
7291,13782.82804,0,0,0,0,0,0,113738.534,0,0
7292,0,0,0,0,10752884.26,-8378413.504,0,4599721.653,0,0
7293,0,0,0,0,0,0,510147.4865,0,6727062.958,-4492254.346
7294,0,334872.7707,802245.7047,16796741.85,-8.1826E-05,0,7609235.624,0,39161.72505,0
7295,0,0,0,0,0,0,11738421.58,0,0,-7515619.499
7296,0,0,0,0,0,0,0,0,0,0
7297,0,598.8510108,17700892.73,-5544072.145,0,7512.005514,-5023547.71,12834622.62,0,0
7298,0,3913.07049,-2592.120168,0,712173.3557,-466063.0532,0,322761.8968,0,0
7299,0,0,200946.8097,0,-160481.089,12413018.5,0,0,0,0
7300,0,0,0,20.41470465,0,0,0,0,0,0
7301,0,0,0,20385.49395,-5161.456411,-10382.25959,0,2163522.924,0,0
7302,0,0,0,0,0,0,0,3020.570486,0,-2250.241751
7303,0,0,0,0,0,4080600.563,-2759589.342,-5.841300347,0,0
7304,0,0,0,0,0,1701980.981,0,0,0,450909.2516
7305,0,0,5201970.107,-52081.62051,0,0,0,1902008.564,-1060990.944,0
7306,558.2464657,0,0,1.731441064,-1.338957547,0,0,0,0,0
7307,0,9357315.107,0,0,-7107797.909,0,0,0.057889859,0,3852993.189
7308,198817.5425,0,-110780.1118,0,5158405.141,9755707.992,-4141612.899,892239.5199,266767.6599,0
7309,0,0,6511021.093,-5192873.002,0,0,0,0,10419138.85,-9440670.658
7310,0,0,0,0,0,0,0,0,0,0
7311,0,0,55734.3126,0,0,0,0,11511836.39,-21931.47,0
7312,0,0,0,0,2499638.499,0,0,-1833815.746,0,0
7313,0,0,0,0,0,0,0,0,0,0
7314,0,0,0,0,0,0,0,0,0,14513391.61
7315,0,0,0,0,0,2566301.236,0,0,7476322.625,0
7316,32333.42166,3110806.062,0,0,-2494546.653,0,0,0,0,0
7317,477510.2471,0,831605.9708,0,0,13292.24302,2570605.158,-412761.5579,-1879221.303,0
7318,18752314,0,-12979422.98,2413852.693,0,0,0,0,0,0
7319,0,0,0,0,0,0,28239.16592,0,0,0
7320,0,0,0,0,8607543.508,-6237668.498,0,0,819429.881,-556723.1323
7321,0,0,0,0,0,0,0,6626900.559,0,-5513776.235
7322,0,0,0,1620192.097,3130742.389,-1670.589297,-3316606.508,0,0,297.7337864
7323,0,0,0,0,0.260069777,0,0,0.228695228,0,33960236.28
7324,670.7286135,241833.4306,0,-206352.4495,0,767.413692,1384494.032,0,10322616.11,56705.59736
7325,1652547.595,3092066.872,-1346179.292,0,0,0,0,0,0,0
7326,0,0,18280913.76,2681965.801,0,0,2048282.914,25030.19442,192144.3104,0
7327,0,0,0,0,0,0,2967369.416,-1684216.363,169.637016,0
7328,0,0,0,0,0,0,0,0,0,0
7329,0,8673.652318,0,-5885.326915,0,0,6346.227621,0,0,0
7330,12484431.68,1740.482814,0,-1468.764468,7732412.28,-4084958.348,-11.23159806,0,0,0
7331,0,0,5300016.831,0,0,-291.4033575,0,0,0,0
7332,0,0,0,0,0,0,0,0,0,0.123121047
7333,18663651.01,-12142564.6,10093881.08,0,0,0,0,66.78500932,2250761.013,-1916.537401
7334,0,0,0,10889179.95,5825314.264,-5942807.858,0,0,0,1065911.109
7335,0,0,0,949533.0215,0,0,681980.2544,0,0,0
7336,0,0,3994779.848,0,3800493.607,0,0,-5108786.072,1592169.191,0
7337,2950854.54,-956698.8409,-1388622.79,0,0,0,0,0,0,0
7338,0,530.8434835,0,85815.93421,6468.659908,-64670.54537,0,0,12520602.9,3121702.545
7339,14497049.54,0,0,-11025.95075,0,0,0,0,0,0
7340,0,0,2691867.797,0,0,0.080848169,0,-0.066259078,0,10337695.54
7341,4599887.305,0,-3694301.821,0,1379327.883,-1044649.874,0,0,0,0
7342,0,0,0,141961.1729,0,-124455.4326,3987998.559,-2209880.901,613758.454,0
7343,0,0,0,0,0,0,0,4648552.241,0,1952032.492
7344,0,55.88483725,0,0,4346124.695,0,8064241.826,14058673.51,-10239231.3,-5025.193624
7345,0,0,0,0,9607739.316,-33789.23676,0,3396260.197,9894690.472,0
7346,0,0,0,1342773.137,5593.882725,-1154677.689,11841.40189,72880.99858,0,-10459.35281
7347,0,0,0,0,1050105.178,0,0,0,0,0
7348,0,0,0,0,0,0,0,0,0,0
7349,0,19317563.74,0,0,-18152122.25,0,10582069.8,-7901689.311,0,590.7376506
7350,0,1219.307301,0,0,0,0,0,0,0,8239628.764
7351,0,0,44693.81746,0,0,-34230.9361,0,0,514135.4918,-377785.3417
7352,673486.231,4410265.703,0,0,59200.752,-52480.2312,0,0,0,0
7353,12844009.46,0,0,0,0,90678.94846,382473.7999,37146857.95,0,-11022472.82
7354,0,0,0,0,0,13711.60669,0,0,0,751594.2586
7355,892281.5818,0,0,341233.0793,0.742259045,0,0,17963858.8,0,0
7356,0,2844393.027,0,1.17864835,0,0,597012.7704,-524777.1796,0.003729749,-5.305125388
7357,195194.1188,0,0,0,0,0,0,247.8675767,0,0
7358,0,142268.073,0,0,-119095.8457,0,0,0,0,3720.489971
7359,0,0,30723.43832,-17109.15066,2962.580033,10600.19315,-9396.035959,0,0,0
7360,0,0,0,0,0,0,0,2619.972681,246499.4413,0
7361,0,85645.88621,0,0,0,0,987127.1649,11986181.41,-9842458.726,-726810.3055
7362,0,0,0,0,0,0,0,0,0,0
7363,0,167408.7784,0,-125962.1982,37280.96501,-22950.81307,11560.60249,0,0,0
7364,0,0,0,0,0,0,27.94565188,0,24316.33347,-18229.61709
7365,0,0,0,3946447.998,0,0,251100.1823,0,0,0
7366,0,0,0,0,0,0,0,12093916.46,-8505434.115,0
7367,0,0,0,0,1636593.784,0,0,0,0,0
7368,0,9631750.522,0,12732310.81,0,0,25744011.85,0,0,0
7369,19800.88381,0,0,-15086.74411,186446.6095,-158453.9923,0,0,9133129.527,0
7370,0,8699650.764,0,-5900323.826,0,70418.14438,0,0,0,13887408.85
7371,0,0,0,0,0,0,0,0,1187243.007,0
7372,0,0,0,0,0,0,91323.59253,0,-70009.14476,2138458.957
7373,11520455.73,0,-9945160.019,-50.63717379,0,-502.6102816,3285712.075,-1176542.073,0,830020.3241
7374,0,0,0,8068533.755,0,0,0,0,0,0
7375,0,0,3.815934705,0,616.4644036,-530.2914402,0,1133257.246,0,0
7376,585601.221,0,0,0,0,2.043127796,-1.174844216,0,7418884.901,0
7377,5550403.182,0,0,0,0,0.729032281,0,0,0,263658.1638
7378,0,20326830.38,13242633.18,-5443762.335,-5220321.609,6211706.928,0,6255920.696,0,0
7379,81496.97511,0,0.077985063,1677.17211,-0.053540181,198376.0211,0,0,-158080.1305,3812.434788
7380,0,0,0,0,0,0,0,0,0,0
7381,3.4599E-11,-2.80493E-11,0,0,1.319090443,-0.967284888,0,0,0,9871961.525
7382,0,0,0,0,19.04876983,0,0,2831700.113,-2194634.324,0
7383,0,0,474758.916,-292556.423,0,0,9742532.833,-8973982.386,0,0
7384,0,0,865103.0161,0,0,-824098.5865,0,0,10443573.98,0
7385,0,0,0,0,0,0,0,0,0,0
7386,0,0,0,4121377.563,-3062673.004,0,0,0,0,0.779779465
7387,0,0,0,0,0,110236.9844,233.3819819,-95259.16934,-129.3214973,8700.751079
7388,0,0,0,15930041.55,-9704610.62,0,0,0,3399271.73,0
7389,0,0,0,0,0,0,704610.9553,0,0,10611231.82
7390,0,6315730.159,-4379356.332,0,5946183.079,14886731.18,-7801246.09,760.1541517,-422.0122861,0
7391,0,0,7040.10813,1440155.17,0,-1015388.688,0,0,178733.0838,2791958.02
7392,0,0,0,12551026.28,-8345220.286,0,0,0,0,4546941.654
7393,0,12251003.07,0,0,3304663.968,0,12394530.39,41988.59369,-11158098.63,3213889.004
7394,0,0,0,0,0,9144944.317,0,5028969.09,0,0
7395,5286239.41,0,3830698.043,0,0,0,0,0,219.449957,0
7396,2690659.34,0,0,0,6805569.889,-4078623.72,0,0,0,0
7397,0,0,0,0,0,0,0,0,0,0
7398,0,138835.1582,0,0,0,15195735.82,-1046247.633,-10560570.69,0,2082552.477
7399,0,0,0,56353.31075,0,0,-41640.33125,0,0,0
7400,364328.5349,-241345.829,455640.0945,0,0,0,0,0,0,2352370.19
7401,0,0,1655592.386,0,302.2229647,0,0,299658.8189,1749536.283,4983474.264
7402,0,0,0,0,162396.9852,5772017.13,-3975719.737,0,11954988.69,0
7403,0,0,0,10763694.91,0,0,0,0,0,9023125.868
7404,114.7501774,0,0,0,0,0,0,11655883.98,0,-8265488.168
7405,0,0,0,0,0,0,0,0,0,0
7406,0,0,0,0,0,0,0,0,5701144.048,-4875145.66
7407,0,0,0,0,0,0,0,0,0,0
7408,23.51609773,-13.02626152,117476.4326,-106115.9528,0,0,0,0,0,0
7409,0,0,0,0,7322105.805,-7012251.079,0.009677172,-0.006661651,0,0
7410,0,0,0,0,0,0,175735.8812,0,315861.9035,-235758.4131
7411,0,0,0,0,0,0,0,0,0,0
7412,0,0,0,0,0,0,0,944251.086,-559393.5742,0
7413,0,0,0,0,0,0,0,0,0,0
7414,0,13074396.03,0,0,0,2500244.025,0,0,0,0
7415,0,0,0.000217587,0,0,0,756837.9252,0,-568223.0913,0
7416,14.23544405,0,0,0,452.8957151,-334.7906563,33611743.4,1595.120823,0,0
7417,0,543713.4551,0,0,0,10444855.47,8671.347152,0,0,5572.518665
7418,0,8491537.995,-6120243.68,2.496987208,-1.320113543,0,0,0,676256.0706,9105359.658
7419,0,11635712.37,-7766542.873,0,0,0,446216.7147,-413285.8836,0,0
7420,0,0,969265.4631,6467698.798,0,1233.101312,14293463.5,37220.92281,0,-7788317.273
7421,5152809.519,0,0,-4066182.995,0,5474437.351,0,3.620345057,0,17084870.47
7422,0,0,0,0,0,0,3374695.078,0,14062243.25,0
7423,0,0,0,10948163.04,0,-7458971.424,0,0,0,0
7424,0,1488454.585,3240.477364,0,-2934.21387,1208756.097,-906198.5083,0,0,-13934.7081
7425,0,0,0,0,0,0,0,0,0,0
7426,0,0,0,398114.9841,0,0,772263.3747,0,0,0
7427,10744221.83,0,-8720864.211,0,0,0,2.69715E-08,-2.39433E-08,78254.31053,0
7428,0,0,0,0,0,6142466.134,2.619373163,-1.77297903,266477.1806,0
7429,3053538.202,-1993679.854,0,0,0,11052409.61,0,0,0,0
7430,0,0,0,0,0,0,6501.505001,0,1100680.93,1515462.724
7431,0,0,7837464.919,-5811759.503,187849.8384,5690.673963,-5613.758555,0,0,0
7432,0,0,0,1154336.835,21989298.15,-6422696.965,1788059.922,0,0,42.14136825
7433,4.712489852,0,0,0,0,0,0,0,0,0
7434,0,0,0,0,0,11486836.03,0,0,0,0
7435,0,0,0,2237.161778,0,-1761.261841,0,4468480.241,7.79392E-10,-4.58822E-10
7436,678129.0136,0,0,0,0,0,5153344.578,-3866134.026,0,0
7437,0,0,0,11787085.26,0,0,0,656234.1524,0,0.002168502
7438,0,0,0,0,0,0,409807.3826,0,0,-214921.1021
7439,0,0,0,0,0,0,0,0,0,0
7440,0.26306083,1.394363284,-1.273969799,9280561.431,22521792.87,-8213089.012,0,0,0,0
7441,0,2086938.475,0,0,0,0,635569.8632,0,0,0
7442,28.76264922,0,0,0,0,0,0,10324519.93,-8041684,0
7443,0,0,0,0,0,0,0,0,0,1524022.131
7444,0,0,1.048829685,-0.742038756,0,0,0,0,0,0
7445,3821073.532,-1338.321178,272.3052781,0,4251.082429,12815990.54,6909612.017,0,-5896990.423,0
7446,0,0,0.037646463,3179450.562,-0.032363788,0,0,4744764.314,-4091496.353,0
7447,1425.678695,0,1503990.849,-1294.480922,0,3584534.093,-0.347021612,12050701.75,-7377061.439,0
7448,13485348.65,0,-10044017.03,0,0,0,0,7667862.62,0,-219531.9267
7449,0,2012051.08,8477257.098,-5398142.337,0,0,0,0,0,53188.75925
7450,927406.6707,13285441.63,0,0,0,2842516.894,0,0,0,0
7451,0,0,35634294.03,3012728.197,-29504911.75,0,-2441048.203,68619.70871,1068.120079,0
7452,0,0,0,0,4177964.029,-2744199.762,0,0,2218332.366,1151519.85
7453,0,2132827.479,2140865.672,0,12165587.94,0,0,0,0,0
7454,10614468.22,0,0,0,0,0,0,0,0,0
7455,0,0,0,0,0,9623596.754,0,0,0,0
7456,2107614.539,121712.7241,0,0,0,0,4354114.159,-3925686.805,0,0
7457,0,11811897.14,0,-10890896.53,0,6152599.66,12327300.74,0,0,8294157.396
7458,0,0,819.4882014,636295.9777,-770.7365985,0,72497.17372,-59988.54373,0,18796576.96
7459,0,0,0,0,0,7507409.345,-4832129.036,1363960.522,832723.8757,0
7460,0,0,0,2131280.78,0,8755.492908,-5716.307762,0,0,3717.472668
7461,0,0,0,0,0,0,0,0,0,1293370.922
7462,0,12239390.76,-7404231.999,0,14017468.09,-10726529.39,4191660.136,-2935727.794,847828.5283,0
7463,0,56667.31847,10207949.22,0,193068.7368,0,0,-172302.4606,0,0
7464,0,0,0,0,0,0,0,0,6057762.151,0
7465,0,0,4541460.541,0,5128806.377,61085.04427,0,8556345.604,5378995.161,-5574893.802
7466,3915.641474,74472.30986,0,-54841.64441,222150.9716,6.651349682,0,-6.310864727,2507264.712,-2040728.736
7467,0,11144907.35,0,-7453545.922,12201025.68,-10441095.92,0,0,0,2472133.475
7468,0,0,3528.827305,0,0,0,12862349.84,0,0,-11730497.93
7469,0,0,0,370164.027,39268.16898,-32760.87737,-470.1581962,0,11344972.56,0
7470,0,0,0,0,0,0,0,0,0,0
7471,0,0,0,9141652.902,0,0,0,0,0,0
7472,35040.52046,0,6019928.503,21234824.67,-12462852.7,-4319008.831,0,643552.1337,0,0
7473,0,0,1127.87193,-696.8851412,0,514178.0725,0,2.72426E-05,-421222.8927,0
7474,0,0,0,0,749773.2996,0,1346510.928,-497034.7016,0,10534145.08
7475,0,0.092161181,0,158473.7926,18998721.79,12027840.51,-7335480.704,-5525078.152,0,0
7476,0,0,2992876.741,-2418369.964,0,0,0,0,0,0
7477,0,0,543332.7969,-399751.7527,2209549.034,0,0,0,0,3592071.382
7478,1692.85112,5515296.018,0,0,-3621922.787,3302472.1,-424.8450164,0,-2285177.874,0
7479,0,66409.74082,-52942.30766,1085345.952,0,0,0,0,4719250.358,0
7480,10281370.84,0,0,5.726907727,0,0,0,0,0,0
7481,0,129467.2419,0,571135.8086,0,7172019.494,13284438.17,0,-6267080.99,127765.6249
7482,0,3330.469422,0,0,0,0,6213023.701,0,-1714112.188,0
7483,0,0,2.82870149,-2.178707118,439490.4238,-354995.6029,1475.461886,0,0,-1127.080784
7484,0,0,0,0,0,16243238.04,0,0,0,0
7485,10813.2437,0,0,4541351.643,-2774030.405,0,0,0,0,0
7486,2060335.907,0,0,3503027.91,-2873173.598,0,0,0,0,422667.4289
7487,2787099.635,0,0,0,82.81669005,0,49030381.33,0,0,-40133257.18
7488,8791643.957,9291739.937,0,0,-2620952.78,4329595.674,0,6111212.834,-6863786.89,9474858.73
7489,0,0,0,0,72268.99463,0,-46002.76457,0,0,0
7490,0,0,7139982.397,0,-4902949.013,49007293.67,-38770463.23,0,0,0
7491,1363847.19,0,3684991.649,9490132.067,0,0,-8178934.547,0,0,0
7492,0,6836222.255,0,0,0,9674071.032,0,0,167760.182,0
7493,0,0,0,0,0,0,0,0,0,3246526.5
7494,0,0,0,0,0,0,666210.3767,-257875.5915,172253.5595,0
7495,0,232.2937738,0,358532.4701,0,0,1071478.003,3681106.087,-885302.5266,0
7496,1236.816745,0,0,3493635.906,12664309.75,0,0,0,0,0
7497,2332.497474,0,0,0,0,0,0,111568.1294,0,0
7498,0,0,0,4634495.799,0,13815430.37,0,0,0,10892498.2
7499,0,0,0,7762909.455,0,-1964477.252,2.462292535,11898936.74,-9731042.521,0
7500,0,0,0,981731.8517,0,8901.333426,0,-6703.071313,0,0
7501,18448392.73,0,1097.180261,-11449169.41,-299119.9429,0,0,0,0,0
7502,0,11061697.53,635619.7097,-6749356.316,0,0,0,0,0,0
7503,0,169.0585781,11809050.91,0,894526.7551,-8066210.251,0,0,0,0
7504,0,0,332.7534477,1997797.102,-1549962.208,803152.001,0,0,4263.731226,0
7505,7956800.589,585859.1331,-6226987.521,0,0,4377.865813,0,0,0,5925649.429
7506,0,0,0,0,0,14599133.23,-9873232.795,2.677051793,-2.134971067,38138.16564
7507,0,0,67157.76405,0,-55245.02011,0,0,0,0,0
7508,0,0,0,0,0,0,0,7086260.957,0,-5716158.217
7509,0,96971.67421,11814991.1,0,0,0,0,15065.81267,0,0
7510,0,0,3882761.168,-3535311.428,3.76384E-05,335302.8541,4931599.599,0,0,0
7511,0,0,0,0,475918.3623,0,0,-301916.1082,0,0
7512,732030.9151,0,2409319.051,-1474183.943,4374590.29,0,0,0,17.77559386,-15.57557208
7513,16637166.14,0,0,171752.9354,-125984.2487,0,0,0,0,0
7514,0,0,0,841024.8307,34842.74793,0,5649903.852,-4237120.749,0,0
7515,3482531.105,0,4345899.042,0,-280659.3733,0,-2862563.487,0,0,3314578.994
7516,2506776.822,0,3627865.466,0,-151542.3787,157.1616333,213823.8742,0,-122151.5987,0
7517,0,43271.15393,473022.7571,0,0,0,25343200.67,0,0,0
7518,0,0,0,0,0,0,0,0,0,0
7519,1786087.234,0,26961.25704,-22506.44665,0,0,0,37021.5784,0,0
7520,0,0,0,1.634991493,0,0,741337.8369,-522154.1756,0,0
7521,0,0,0,0,0,16.31366361,0,0,0,0
7522,0,16853054.57,0,0,-10564260.61,4448689.309,0,23582.38582,14960.88001,29244929.9
7523,2618.342084,0,4410.755573,0,0,0,0,0,0,4804879.2
7524,0,0,0,12648333.52,0,0,0,0,0,0
7525,5849857.686,0,59.38545323,0,14044757.96,6832438.093,-16113357.44,224.5362661,0,0
7526,4314585.24,0,3439871.72,0,-2648353.486,0,0,0,0,0
7527,1604.304532,0,0,0,0,0,0,0,311.782321,2203563.476
7528,0,75674.69853,0,4112306.596,0,5602725.154,-39116.0082,-3062524.666,15586094.14,0
7529,0,0,15763704.95,0,-674158.2598,0,0,0,0.33386028,-0.217359401
7530,0,0,0,0,0,0,2968752.698,6847402.067,-5954698.672,0
7531,0,0,0,0,414256.1892,0,0,0,0,0
7532,0,0,0,0,0,6665704.992,-5369989.778,0,0,0
7533,0,2080.031092,0,0,0,0,0,0,0,0
7534,1943.29118,0,0,991.9490472,0,7214914.824,-670.5159163,-5188345.757,670055.6857,-629457.9969
7535,0,0,10480473.75,0,24.06567822,4532352.289,0,0,8085033.872,0
7536,0,935.8769142,-767.4208073,0,0,0,2538.340038,0,0,0
7537,0,0,0,0,0,163559.5069,0,0,-126778.9107,0
7538,0,0,0,0,0,0,15.4451579,40.40771759,0,-12.92933087
7539,0,0,0,0,0,1363.269028,51101.73285,0,0,-41050.32844
7540,0,0,0,0,0,619111.0422,0,0,471928.1707,0
7541,0,2584048.118,0,8985013.982,0,0,986756.8122,-868170.0512,497103.448,-327967.2209
7542,1921227.768,0,0,531949.1673,0,0,0,0,0,9402772.385
7543,0,0,21865307.6,-14497174.99,1896245.62,-1317789.97,0,0,0,61135.39914
7544,0,0,0,0,0,4574.487192,0,-3292.051748,3473075.898,3.75874271
7545,0,0,0,10752795.9,0,0,0,0,8849778.612,0
7546,0,0,0,0,0,0,0,0,0,0
7547,0,0,0,0,0,0,549740.9052,0,1013262.714,0
7548,0,59.87182167,-55.57708162,8918938.466,-6154339.753,0,0,0,0,1640910.022
7549,0,0,0,0,0,0,1527303.007,0,-1074822.779,981275.2154
7550,17.91968058,0,0,-14.44013205,0,0,0,1455867.483,76725.49109,0
7551,0,0,1480322.037,0,0,0,0,0,0,0
7552,0,0,1098780.361,0,0,-991575.9157,11914631.31,0,0,0
7553,0,0,0,0,0,332549.0157,0,0,0,0
7554,10700568.13,-8685875.654,0,44052.97016,1080613.396,-109529.6839,3631482.756,11256037.62,12959.51738,0
7555,0,23377.39537,0,0,0,0,0,0,0,28206788.44
7556,105495.3294,8687609.822,0,18946981.95,-9070998.051,0,-6496209.667,0,0,0
7557,0,0,104066.8744,0,95.76014351,0,0,0,6649527.313,-4824322.038
7558,674662.1273,0,11963223.05,0,-8025428.16,0,6371437.3,0,0,0
7559,0,0,0,0,0,13143489.64,-10611362.12,-183440.5505,0,0
7560,622.8400248,0,0,0,9655779.041,2063227.777,0,0,0,0
7561,135418.0866,14802262.75,0,0,0,0,57407.53563,3863184.489,-3215293.678,0
7562,0,0,0,0,0,0,0,0,13820266.79,-5408452.103
7563,0,0,0,0,0,8927539.954,0,0,0,0
7564,0,0,0,0,12394599.17,0,0,0,2461250.573,0
7565,565296.5032,0,0,-420362.555,0,475.8678769,-366.8095338,11284603.38,394709.6259,-0.009176643
7566,0,0,0,0,0,0,0.931279147,0,-0.754202607,3478914.662
7567,0,0,0,0,2.9742E-10,537285.9876,4.565328492,11524437.6,0,-3.382457263
7568,0,0,0,72306.2685,0,0,3053.400417,91.25336065,0,-2078.791518
7569,0,0,0,157930.9422,0,0,0,0,0,0
7570,0,15501770.33,-2972680.443,0,0,0,0,71.66075146,0,0
7571,0,4445105.442,0,0,0,6554499.005,0,0,0,0
7572,0,0,0,0,0,0,0,0,0,12323091.68
7573,0,12815166.52,0,-10496264.57,0,0,0,190723.3125,0,0
7574,0,0,0,0,10091562.78,0,0,2287388.641,9042896.598,-6589182.795
7575,1309259.297,320946.9721,7590649.702,0,-260376.2098,-5991837.433,14383833.57,-0.852546672,0,-6287984.608
7576,2261490.183,0,7975.584352,0,-6570.483029,0,0,0,0,0
7577,0,0,0,0,885424.2553,0,14008826.91,0,0,0
7578,0,0,11692244.01,26698.13973,0,0,0,0,0,0
7579,0,0,0,6366645.671,0,0,0,0,0,0
7580,0,0,0,0,0,0,0,0,0,0
7581,0,1095690.483,0,0,249509.3844,-159316.0492,59020.81782,0,0,0
7582,7026191.328,225312.2248,-4235128.447,0,0,5720801.941,3208629.822,-3801512.743,0,0
7583,0,17185528.24,-6502133.141,0,-5910.159644,0,13659511.42,0,-8985551.02,0
7584,1846852.609,0,0,-1323985.552,0,0,0,12712966.04,0,0
7585,0,0,17.4251449,0,0,0,0,0,0,37747.72691
7586,0,0,0,0,0,7825490.321,406055.045,-314659.7109,0,10.4613949
7587,795243.6472,4580078.926,0,-3048152.331,41586610.38,2250745.01,3559968.074,-33979016.43,0,0
7588,0,0,0,0,1361569.979,0,0,0,0,0
7589,0,12740109.65,0,952599.8634,0,-839756.4876,0,0,6500564.373,0
7590,0,0,0,0,6466805.753,-4063703.212,4448526.282,-3568354.847,0,0
7591,0,0,0,0,0,0,452692.6699,0,0,0
7592,1206.567883,0,12938718.41,-9722613.508,0,2990570.843,-1542.98996,1406878.334,0,0
7593,10200090.36,0,0,0,12005601.16,15372890.83,-22439529.46,0,0,0
7594,3.30521E-05,0,0,0,2730.444857,0,0,103493.5849,0,-1740.785526
7595,0,0,7695.095608,0,0,0,0,0,0,0
7596,0,0,0,0,0,0,0,0,4421019.364,-3168609.621
7597,0,14454.58153,48876330.42,0,-9809596.403,-35850787.15,13156458.31,2.12987291,10737.44164,0
7598,0,0,573639.035,0,7793772.268,-5283682.074,0,0,0,1939.862584
7599,0,146165.6893,0,0,0,0,366840.6603,-252705.8255,10914.04101,0
7600,929793.5404,0,0,0,0,12115871.63,0,4841412.691,-3361279.592,2114.983791
7601,9509100.475,0,4743095.741,-10284055.63,0,0,0,1884.551824,15804430.5,-1457.722449
7602,0,845972.3299,-644700.2954,0,0,0,0,0,0,0
7603,0,0,0,0,0,0,6064651.374,0,0,0
7604,4113869.411,0,0,0,0,0,0,0,0,0
7605,0,10597516.76,-7712626.591,0,14668514.83,-1467330.068,0,0,0,0
7606,0,416100.2979,-338876.6141,0,0,0,0,0,441424.4038,0
7607,0,10568015.09,2175333.056,0,0,-8264389.446,0,0,8029603.065,0
7608,0,1019076.74,-894386.9107,0,15238270.01,-11781064.08,0,2130428.16,0,0
7609,0,825185.0092,7992666.924,0,8991305.134,-6908717.576,344768.8942,12580312.44,36084.07876,-30314.48568
7610,0,0,0,0,0,0,0,0,0,0
7611,0,0,2832386.846,11536651.39,8451240.194,0,-6851068.619,-7501361.243,0,11306753.87
7612,0,0,0,0,0,0,2540478.611,0,-1477189.399,0
7613,518842.9515,-246055.7013,-18733.01928,0,0,0,972.2393613,0,0,-857.4425449
7614,0,0,0,0,0,0,1950559.033,136627.066,-103477.0446,0
7615,0,0,0,0,0,0,0,2569166.926,1798.718096,9411897.27
7616,0,0,0,0,0,0,12.60843082,0,6826882.032,0
7617,0,1665413.529,1118.944491,-1165160.568,0,176829.8333,562209.5617,0,-15365.61009,0
7618,0,0,0,0,0,0,0,0,0,0
7619,0,0,0,17883535.45,0,11117890.85,0,0,0,0
7620,0,0,2519539.115,-2223907.592,0,39505.91163,-28074.43731,0,0,335.6454366
7621,0,0,0,0,0,0,0,7342851.563,0,0
7622,11322211.45,-9139509.843,0,0,0,0,14018.0378,0,-10287.98692,0
7623,0,0,11641852.51,-9888890.115,0,37204.35332,-26802.45705,0,15541092.5,0
7624,0,6123.473052,0,-4468.865081,0,19.15142201,0,6272.860378,-4223.082963,23971161.24
7625,0,0,0,0,0,325611.1327,0,270904.9905,0,0
7626,0,0,10676117.27,-5982867.466,0,71.68086774,0,0,0,14625045.57
7627,0,0,126111.4786,7851310.241,0,0.051637902,257769.5768,-171457.749,2671307.243,0
7628,0,0,42780.36741,0,0,0,0,3306595.368,0,0
7629,0,386313.7438,0,59084.57239,0,0,0,0,0,0
7630,0,0,0,0,0,0,0,0,0,0
7631,442070.8099,0,-345369.8302,0,0,0,0,1318327.419,6286.787636,0
7632,0,0,0,0,11746195.74,0,-8652279.874,0,352325.6461,0
7633,0,0,0,0,0,6771716.379,-4461953.327,1712397.953,0,3.59691E-07
7634,506475.6237,-471301.5835,0,0,0,0,0,0,7336743.495,-27.90160645
7635,0,0,0,0,63811.05331,-40658.7903,0,0,0,0
7636,163264.3704,-133237.2832,0,0,0,0,0,3.38881E-09,0,0
7637,0,0,0,0,0,0,0.000187099,-0.000145098,11458882.51,-7218327.712
7638,0,60387.87886,0,0,0,14781198.52,0,0,0,0
7639,8821419.716,-5861755.394,0,5820947.593,4254306.442,-8013601.208,1468027.091,70771.92971,0,-1263936.883
